5,0.001,0.1,161,34
5,0.001,0.2,93,34
5,0.001,0.30000000000000004,65,34
5,0.001,0.4,49,34
5,0.001,0.5,39,34
5,0.001,0.6,32,34
5,0.001,0.7,26,34
10,0.001,0.1,168,37
5,0.001,0.7999999999999999,22,34
5,0.001,0.8999999999999999,18,34
5,0.001,0.9999999999999999,15,34
5,0.001,1.0999999999999999,12,34
5,0.001,1.2,9,34
10,0.001,0.2,99,37
5,0.001,1.3,9,34
10,0.001,0.30000000000000004,70,37
10,0.001,0.4,54,37
10,0.001,0.5,43,37
5,0.001,1.4000000000000001,10,34
5,0.001,1.5000000000000002,13,34
5,0.001,1.6000000000000003,18,34
5,0.001,1.7000000000000004,25,34
5,0.001,1.8000000000000005,40,34
5,0.001,1.9000000000000006,82,34
10,0.001,0.6,35,37
10,0.001,0.7,29,37
10,0.001,0.7999999999999999,24,37
10,0.001,0.8999999999999999,20,37
10,0.001,0.9999999999999999,17,37
10,0.001,1.0999999999999999,14,37
10,0.001,1.2,13,37
10,0.001,1.3,12,37
10,0.001,1.4000000000000001,13,37
10,0.001,1.5000000000000002,16,37
10,0.001,1.6000000000000003,20,37
10,0.001,1.7000000000000004,29,37
10,0.001,1.8000000000000005,46,37
10,0.001,1.9000000000000006,94,37
20,0.001,0.1,189,38
20,0.001,0.2,106,38
20,0.001,0.30000000000000004,73,38
20,0.001,0.4,55,38
20,0.001,0.5,43,38
20,0.001,0.6,35,38
20,0.001,0.7,29,38
20,0.001,0.7999999999999999,24,38
20,0.001,0.8999999999999999,21,38
20,0.001,0.9999999999999999,17,38
20,0.001,1.0999999999999999,14,38
20,0.001,1.2,13,38
20,0.001,1.3,12,38
20,0.001,1.4000000000000001,14,38
20,0.001,1.5000000000000002,16,38
20,0.001,1.6000000000000003,21,38
20,0.001,1.7000000000000004,29,38
20,0.001,1.8000000000000005,45,38
20,0.001,1.9000000000000006,94,38
40,0.001,0.1,191,40
40,0.001,0.2,109,40
40,0.001,0.30000000000000004,76,40
40,0.001,0.4,58,40
40,0.001,0.5,47,40
40,0.001,0.6,38,40
40,0.001,0.7,32,40
40,0.001,0.7999999999999999,27,40
40,0.001,0.8999999999999999,23,40
40,0.001,0.9999999999999999,19,40
80,0.001,0.1,229,40
40,0.001,1.0999999999999999,16,40
40,0.001,1.2,13,40
80,0.001,0.2,125,40
40,0.001,1.3,13,40
40,0.001,1.4000000000000001,14,40
40,0.001,1.5000000000000002,17,40
80,0.001,0.30000000000000004,86,40
40,0.001,1.6000000000000003,22,40
40,0.001,1.7000000000000004,30,40
40,0.001,1.8000000000000005,47,40
40,0.001,1.9000000000000006,100,40
80,0.001,0.4,64,40
80,0.001,0.5,50,40
80,0.001,0.6,41,40
80,0.001,0.7,34,40
80,0.001,0.7999999999999999,28,40
80,0.001,0.8999999999999999,23,40
80,0.001,0.9999999999999999,19,40
80,0.001,1.0999999999999999,16,40
80,0.001,1.2,13,40
80,0.001,1.3,13,40
80,0.001,1.4000000000000001,15,40
80,0.001,1.5000000000000002,18,40
80,0.001,1.6000000000000003,23,40
80,0.001,1.7000000000000004,32,40
80,0.001,1.8000000000000005,50,40
80,0.001,1.9000000000000006,105,40
160,0.001,0.1,235,42
160,0.001,0.2,127,42
160,0.001,0.30000000000000004,87,42
160,0.001,0.4,65,42
160,0.001,0.5,51,42
160,0.001,0.6,41,42
160,0.001,0.7,34,42
160,0.001,0.7999999999999999,28,42
160,0.001,0.8999999999999999,23,42
160,0.001,0.9999999999999999,19,42
160,0.001,1.0999999999999999,16,42
160,0.001,1.2,14,42
160,0.001,1.3,14,42
160,0.001,1.4000000000000001,16,42
160,0.001,1.5000000000000002,19,42
160,0.001,1.6000000000000003,24,42
320,0.001,0.1,253,43
160,0.001,1.7000000000000004,33,42
160,0.001,1.8000000000000005,52,42
160,0.001,1.9000000000000006,108,42
320,0.001,0.2,136,43
320,0.001,0.30000000000000004,92,43
320,0.001,0.4,69,43
320,0.001,0.5,54,43
320,0.001,0.6,43,43
320,0.001,0.7,36,43
320,0.001,0.7999999999999999,29,43
320,0.001,0.8999999999999999,24,43
320,0.001,0.9999999999999999,20,43
320,0.001,1.0999999999999999,17,43
320,0.001,1.2,15,43
320,0.001,1.3,15,43
320,0.001,1.4000000000000001,16,43
320,0.001,1.5000000000000002,19,43
320,0.001,1.6000000000000003,25,43
320,0.001,1.7000000000000004,34,43
320,0.001,1.8000000000000005,53,43
640,0.001,0.1,268,44
320,0.001,1.9000000000000006,110,43
640,0.001,0.2,143,44
640,0.001,0.30000000000000004,97,44
640,0.001,0.4,72,44
640,0.001,0.5,56,44
640,0.001,0.6,45,44
640,0.001,0.7,37,44
640,0.001,0.7999999999999999,31,44
640,0.001,0.8999999999999999,25,44
640,0.001,0.9999999999999999,21,44
640,0.001,1.0999999999999999,17,44
640,0.001,1.2,14,44
640,0.001,1.3,14,44
640,0.001,1.4000000000000001,15,44
640,0.001,1.5000000000000002,18,44
640,0.001,1.6000000000000003,24,44
640,0.001,1.7000000000000004,33,44
640,0.001,1.8000000000000005,51,44
640,0.001,1.9000000000000006,108,44